lat,lon
51.5731459,-0.229297
51.5739008,-0.2321402
51.5750743,-0.2343079
51.5831445,-0.2385378
51.5845269,-0.2384329
51.605635,-0.241494
51.6270746,-0.2615977
51.6376645,-0.2715872
51.629202,-0.2623308
51.6371357,-0.3083463
51.6798071,-0.374904
51.6757058,-0.3729253
51.6687508,-0.3631422
51.6924366,-0.3750518
51.6882371,-0.3761575
51.6856549,-0.3765722
51.7037428,-0.3803249
51.6997601,-0.3773993
51.6967594,-0.3756747
51.6947914,-0.3751323
51.7173952,-0.3853704
51.71036,-0.3833882
51.707555,-0.3823207
51.7213598,-0.3870657
51.7325935,-0.3915292
51.7603312,-0.4167513
51.7912358,-0.4112916
51.4528674,-1.3215579
51.4514141,-1.3893471
51.4507611,-1.4000399
51.4497693,-1.4126664
51.4477969,-1.4243501
51.4468481,-1.4357208
51.4470707,-1.4493434
51.4485945,-1.4632056
51.4510438,-1.4754897
51.4551827,-1.4902727
51.4577576,-1.497053
51.4686017,-1.5171229
51.4762584,-1.5444469
51.481354,-1.5552704
51.5014937,-1.5882547
51.4974039,-1.5841161
51.4896701,-1.5769089
51.4857384,-1.5680682
51.504608,-1.5937921
51.5082779,-1.6107354
51.512008,-1.6249161
51.5158648,-1.6490337
51.5209941,-1.6652727
51.5246255,-1.6727574
51.5263546,-1.6790664
51.5270365,-1.685939
51.5267007,-1.6921049
51.5254468,-1.7057418
51.5261682,-1.7240226
51.5261898,-1.7255672
51.5518698,-1.9268281
51.5503292,-1.9312523
51.5486106,-1.9383334
51.5465836,-1.963538
51.5455154,-1.9691343
51.5441246,-1.9742126
51.5396729,-1.9849503
51.5365829,-1.9960948
51.5340379,-2.0084865
51.5292701,-2.0255335
51.5237527,-2.0410035
51.518708,-2.0554188
51.5160177,-2.0687011
51.514306,-2.096076
51.5145215,-2.0832566
51.5150628,-2.1135071
51.5146399,-2.127053
51.511916,-2.1468236
51.5096719,-2.1685061
51.510174,-2.1964616
51.4690174,-2.5674523
51.4741784,-2.560999
51.4768075,-2.5602008
51.4806967,-2.5603762
51.4849801,-2.557508
51.4859737,-2.5557519
51.4914897,-2.5437783
51.4947173,-2.5372499
51.5006614,-2.5301057
51.5068086,-2.5263708
51.5118285,-2.5201001
51.5080812,-2.5142863
51.5062201,-2.5110503
51.5054246,-2.5088152
51.5047184,-2.5050536
51.49269,-0.2885412
51.4929003,-0.2867124
51.4921825,-0.283647
51.5254815,-2.5278436
51.5335773,-2.5357215
51.5416203,-2.5439409
51.56807,-2.5741865
51.5707431,-2.5792806
51.5752433,-2.5913132
51.5761603,-2.5988929
51.5757613,-2.6087561
51.5591298,-2.558922
51.5732906,-2.6224848
51.5709096,-2.6301509
51.5693429,-2.6386179
