lat,lon
50.0301675,8.5028599
50.0265212,8.4770633
50.0292402,8.4633743
50.055443,8.3882493
50.0564438,8.3878559
50.0567688,8.3886154
50.0565104,8.3891968
50.0563627,8.3892557
50.0561325,8.3891752
50.0558089,8.3882738
50.0557419,8.3286042
50.0559584,8.3202001
50.0553606,8.3134651
50.0503984,8.3016112
50.0526825,8.3068715
50.054246,8.3103552
50.0548816,8.3119206
50.0523038,8.2468814
50.0525307,8.243139
50.0526371,8.2407823
50.0521113,8.2336587
50.0517666,8.2290869
50.0515706,8.2138778
50.0518771,8.2145436
50.0523674,8.2177912
50.0520533,8.2227744
50.0518285,8.2257343
50.0476249,8.2132772
50.04624,8.2133144
50.1610089,8.7004684
50.1618608,8.7016368
50.1607374,8.6996297
50.1605614,8.6982642
50.1603831,8.7024496
50.1612485,8.7022679
50.1622188,8.7022364
50.1459266,8.7061022
50.1431632,8.7036727
50.1219639,8.7289263
50.1200689,8.7304439
50.1178127,8.731964
50.1132301,8.734105
50.1122168,8.7348123
50.0645883,8.7424272
50.0646727,8.748021
50.0644375,8.7467999
50.0649576,8.7304694
50.0656738,8.7295776
50.0665831,8.7295047
49.8695144,8.6047314
49.8691856,8.6057417
49.8705654,8.6000025
49.8703118,8.6012254
49.8681875,8.6178217
49.871874,8.5804426
49.8712274,8.588287
50.4124911,7.9725512
50.412359,7.9725275
50.4123436,7.9766922
50.4121725,7.9892404
50.4125448,7.9850768
50.412405,7.9874126
50.4125378,7.9828815
50.4116381,7.99187
50.4109478,7.9942067
50.4108217,7.9941056
50.411282,7.9926306
50.4120313,7.9891894
50.412262,7.9873913
50.4124078,7.9850669
50.4123958,7.9828995
50.4122372,7.9785718
50.412214,7.9758668
50.4063386,8.0054458
50.4064451,8.0047267
50.4052034,8.0092094
50.4050682,8.0091407
50.4042461,8.0147659
50.4041044,8.014734
50.4043697,8.0126888
50.4044991,8.0127338
50.4040683,8.0170724
50.4040101,8.0199734
50.4039321,8.0170479
50.4038712,8.0199646
49.9057517,8.5157205
50.0259291,8.4844253
50.02597,8.4848861
50.0258679,8.4935731
50.0242185,8.4958271
50.0241823,8.4936353
50.0251859,8.4908224
50.0310541,8.4561485
50.0291767,8.4632333
50.0275322,8.4710704
50.0263763,8.4768975
50.0258936,8.4793661
50.0254872,8.4824573
50.0255386,8.4858553
50.0665307,8.3785905
50.0677721,8.3773834
50.06871,8.3766531
50.0763498,8.3668466
50.0772175,8.3658794
