lat,lon
49.1159663,2.5549119
49.9690449,2.8610521
45.2845958,5.5237575
45.4631402,4.8328347
45.2070522,5.796607
49.3157919,6.1823474
49.0851461,6.1057145
45.5372666,5.3966813
45.6940182,5.0777916
48.1937338,5.7773819
48.4064512,2.5538109
47.9471727,5.3111111
47.6246287,7.5762369
48.7406965,7.6879302
46.1501813,6.3048881
45.9732932,6.1318648
47.1170979,5.3937681
47.9198749,3.2858152
44.9955235,5.6519783
48.9870801,7.0614034
43.5134227,-1.2218441
43.4121701,-0.568465
49.1294034,1.3207386
48.9836089,1.6811157
44.904076,4.876501
43.8608947,4.9751768
45.1937463,5.4166188
45.1791311,5.7026057
45.2910586,3.2343499
46.9931574,3.2059886
45.8508885,3.7685492
45.6643839,3.1467099
47.1756496,5.6681478
47.6740527,6.975625
43.7707841,5.7921764
43.8371071,4.4103157
43.6855274,4.050592
43.6369779,1.4773513
44.5010954,3.2419166
42.5245454,2.818063
43.6054349,1.3961005
48.5100615,1.7486606
48.1925376,0.8452861
48.6911935,6.1157927
48.6912723,6.0390122
48.4507595,5.8678096
48.7622877,6.1468083
49.1267966,6.2948611
48.9430589,6.1126111
49.1333683,6.659835
43.1943828,2.3053915
43.171069,2.7983831
48.6518514,6.1827901
43.6799708,3.3891972
43.8449557,3.3119192
43.3107638,5.5918566
43.4040913,5.5771176
45.295775,5.9211967
45.495899,6.0661108
45.0636888,4.8743553
45.3921965,4.8066632
46.2482506,4.798911
44.0459535,4.7648952
43.8468433,3.3078077
45.5486597,5.3718608
45.4521731,5.4000927
45.557741,5.7298498
45.570034,5.58344
47.4008732,6.4386797
47.3755865,6.3929694
44.6709191,4.7961678
43.1501136,2.9831369
46.7675127,5.512515
45.6421158,5.9202103
45.8857412,6.081803
44.9718766,4.8864593
45.0664421,4.8733183
43.4322414,1.3078084
43.1783034,2.5357375
43.4245866,1.6418984
42.9922231,2.969118
45.7675973,5.0844525
46.1012724,5.4349864
45.8642169,5.1442208
43.1805269,3.0358335
45.5506345,6.292764
45.2402494,5.8484671
45.8000468,-0.6569547
43.8720309,-1.1373701
49.1705316,5.7560773
49.1442237,5.7084923
45.5681113,4.7080494
46.1004084,5.9725056
46.2600368,5.2219218
50.9044847,1.9577686
50.5428321,2.5244409
49.5554716,3.8240653
49.3672374,3.9498735
47.386027,5.171439
48.1688892,4.4806368
46.1660622,5.6733473
47.2532791,5.2320973
46.7947535,5.5300283
46.4046715,5.2753264
50.9927354,2.2712617
48.8411291,2.0929305
49.0986024,3.444845
48.9649371,3.0548832
48.8392595,2.1946684
48.8302228,2.4897167
48.8481467,2.2545047
43.5391548,6.9173909
43.4162368,6.4595001
49.3728497,0.6594632
49.2257037,-0.093435
49.3718558,0.688572
43.7297483,7.2556058
43.5994695,7.0542595
48.2355831,-1.4779823
43.3620413,1.7787753
46.0556872,6.5777242
45.9252763,3.1421239
44.9946843,3.1815077
44.4919741,3.2225267
44.3391693,3.0828851
44.8197535,3.2722921
48.5357492,1.9042259
48.0427697,1.8405573
48.1603405,1.8542578
48.6296255,-1.3401271
46.2276522,3.0999958
46.3681834,3.0265828
46.5224537,2.573046
46.8582061,2.4281378
47.3379965,2.0476518
43.6085707,5.1481933
43.4010954,5.2982271
43.5603005,5.2286499
49.0070249,-0.9018212
43.5269644,1.3837965
45.0320706,5.6625105
47.6173714,7.5832428
45.1910844,6.6619161
43.1249313,5.9000178
48.444409,0.134402
47.3216724,1.4987223
48.0462987,0.1565558
45.9750318,3.1022573
45.8821828,3.5949531
45.8727503,3.6517056
45.8602927,3.9707077
45.6367064,2.5621843
45.7445781,2.7125862
45.4175462,2.0355864
45.3217219,4.8099968
45.2055932,1.515043
45.2823591,1.6118419
45.1355135,0.7577162
43.1268771,5.8232281
45.4799775,4.3502133
47.1781157,4.6830081
47.4713605,4.2196614
48.7569981,2.3349016
48.800682,2.3418476
48.6770098,2.3398693
48.5901323,2.4465046
48.3396021,2.5904908
43.4159068,6.1289877
43.4717014,5.7982101
43.4194339,6.0541235
43.3950039,6.3187917
44.7857464,-0.6286693
46.8734772,-1.1183768
48.2645216,7.4203861
49.2748794,6.1738511
48.8801911,2.0171651
47.8742931,-0.1176759
48.7485327,7.9179766
44.1209615,0.7164579
45.5962397,3.2209466
49.150804,6.1838959
49.1202793,5.5875764
49.0749818,4.8536959
47.4345841,6.7165981
50.3180358,2.8977293
44.757944,4.7947128
50.2700459,2.867696
45.6959899,4.8328548
49.8121213,1.8674525
49.6212433,0.5925017
47.398843,6.4371436
47.2114705,5.8385174
50.3993914,3.0829854
45.9785516,1.3254548
50.766469,3.1755531
43.5055522,5.4100533
49.1954802,6.2130418
49.5196342,4.4023832
50.31622,3.4113227
49.0363934,2.0946435
46.2668941,5.0896393
47.2988179,2.9521573
42.4849414,2.844142
44.2647531,0.2810742
44.4702992,0.0544248
44.4259686,0.1588884
44.0403779,1.0411859
45.07492,5.6800398
45.5968258,4.8509227
50.289397,1.7311784
47.2745705,-1.5502284
49.8500638,1.5525763
48.7167254,2.2647049
47.2761914,-1.5220906
47.4202371,-1.0772404
