lat,lon
51.5731459,-0.229297
51.5503292,-1.9312523
51.5807165,-2.7742219
51.5179346,-3.2763201
51.8645163,-2.1635358
52.5104979,-1.7258676
52.4970186,-2.0152487
50.9507933,-1.4643494
53.8594025,-1.3466428
53.7191992,-1.5280382
51.0653379,-1.2930447
52.8847707,-1.3085944
52.5010571,-1.1890805
55.8663037,-4.2219332
51.6838715,-0.1836115
51.691095,-0.1026459
51.7130891,-0.2219858
51.6848992,0.0510941
52.4956854,-1.7156252
52.6522833,-1.8482545
51.3796939,-0.5126565
51.2876959,-0.2733581
51.2602707,-0.125545
52.4161871,-1.287904
51.2984136,0.1451146
51.3570883,0.1560364
51.5338628,0.2798528
51.6566369,0.1782326
51.7196069,-0.3871142
51.5733673,-0.5357685
51.4708907,-0.506126
52.5093756,-1.7877683
52.5166968,-1.8698174
52.5069171,-1.7403051
52.483837,-1.7146539
52.4432462,-1.7110325
52.1943247,-0.9096228
52.0400201,-0.6503559
51.878673,-0.4507532
51.9659561,-0.5236489
52.1335413,-0.82675
52.4349732,-1.3578696
52.5354701,-1.7290156
51.6954605,0.1397711
51.7764489,0.1639903
51.8406577,0.1920732
51.8953354,0.2153881
52.552068,-1.9379934
52.5698439,-2.0107964
52.6249594,-2.0414971
52.6761366,-2.0858739
52.7242558,-2.1006999
52.780441,-2.1211836
52.3563835,-1.9757356
52.3584996,-2.0696418
51.6115284,-0.7675271
52.3211042,-1.7215023
52.2567494,-1.6015821
52.1987804,-1.4695664
52.0671743,-1.3098827
52.5835973,-2.0136106
51.9729572,0.2113441
52.0153643,0.197552
52.0800113,0.1963108
52.6054833,-1.6394096
52.8207027,-1.3038967
51.4176489,-2.8494024
51.4570391,-2.768298
51.6557312,-3.8527087
52.8085148,-2.1540106
51.4865999,-0.5676052
51.5117776,-0.6594269
51.4342369,-0.8492088
53.2596292,-2.8243552
53.0820424,-2.3407637
53.1567138,-2.349954
53.2209418,-2.3909929
53.2998119,-2.4009541
52.5033036,-1.8820973
52.3388897,-2.0842796
52.2922713,-2.121155
52.264186,-2.1364673
52.2212801,-2.1489268
52.17152,-2.1777003
52.1270849,-2.2006591
52.0748883,-2.1657395
52.0127306,-2.1209969
51.9392282,-2.1284407
51.9024357,-2.1516208
51.8555539,-2.1771485
51.8222995,-2.2208176
51.7960524,-2.2918501
51.7542858,-2.3294315
51.7055952,-2.3856884
51.6613839,-2.4190079
51.6111179,-2.4656838
51.5585435,-2.5358644
51.5500341,-2.5501085
52.5504579,-1.7331548
52.5861048,-1.7921363
52.629165,-1.8034192
52.6507224,-1.880632
52.6607474,-1.9396442
52.6679175,-1.999436
52.6656593,-2.0667992
52.8336859,-2.1453583
52.8795498,-2.1656674
52.9191396,-2.2026958
52.975395,-2.2265942
52.9948137,-2.3085984
53.0313322,-2.3277419
53.3812956,-2.5055864
53.4281976,-2.5600104
53.4559877,-2.6037685
53.5001926,-2.6583567
53.5466993,-2.6987022
53.6058409,-2.6892686
53.6596662,-2.6910203
53.7171935,-2.6592853
53.774275,-2.642005
53.8230752,-2.7168483
53.8928941,-2.7474872
53.9649877,-2.7635237
54.0335527,-2.7771273
54.0878418,-2.7668057
54.1452335,-2.7394036
54.2140312,-2.722879
52.14359,0.109713
53.39699,-2.2605284
52.5199107,-1.7267269
52.4794944,-1.6989898
51.281711,0.1482473
52.4645593,-1.4985562
51.2417584,-1.1003849
51.2052084,-1.1841317
51.1080586,-1.2665927
50.9480163,-1.388053
51.3164276,-0.7600554
51.4228324,-0.9002219
51.4391478,-1.065572
51.45847,-1.1968439
51.0672961,-1.2923988
51.3542,-2.8944682
51.299467,-2.8913035
51.294514,0.1467946
51.3086985,0.3617186
51.3013785,0.2444025
51.3330895,0.2732434
51.3870071,0.1997251
51.2982501,0.4791924
51.2789298,0.5887229
51.2245456,0.699118
51.1899344,0.7958075
51.1464215,0.8992757
51.1026353,0.99251
51.0908361,1.1234361
51.3280048,0.5182523
51.3395304,0.6366772
51.2972998,0.7487748
51.3016039,0.8635444
51.4527039,-1.3119778
51.4858836,-1.5679117
51.5256235,-1.7056017
51.539899,-1.8166347
51.5367772,-1.9961127
51.2478642,-0.1191249
51.4979761,-2.3829723
51.1851607,-0.1267642
51.1221589,-0.1404029
53.3927155,-1.2837912
53.3990158,-1.3281352
53.4419965,-1.4388643
53.5152042,-1.4896529
53.5846096,-1.535456
53.6982626,-1.5571647
53.8051411,-1.3543249
53.6796175,-1.0302213
53.6936154,-1.2271384
53.7079894,-1.3323614
