lat,lon
52.3176996,7.9572398
50.9173075,6.8417626
51.3082713,7.2652295
50.8401606,6.7988896
51.0669387,7.0783845
51.586149,7.3675233
51.4967033,7.3933066
51.4031457,7.4681619
51.458639,7.3176577
51.2738169,6.8219342
51.2867171,6.7842091
51.2071796,7.0223227
51.1029932,7.1414865
51.2687196,7.2519565
51.3697781,7.2729113
50.9931705,6.8780248
51.2043524,6.6505975
51.3656451,6.6265251
51.557689,7.0286871
50.7614663,6.8487225
51.2310359,7.1000486
51.2643459,7.1294564
50.9469173,6.3469603
50.8925496,7.0908514
50.8837962,6.9509314
51.6479745,6.7384561
50.9747822,7.0277778
51.3591289,6.8339684
50.8874226,6.9690063
50.8279435,7.0961948
50.8555492,7.2150341
50.9147908,7.106082
51.4170476,6.7973454
51.4570707,6.8022421
51.5042915,6.8229922
50.8101689,7.1299987
50.9706738,6.9199727
50.8840646,6.969458
51.5376853,7.2058884
51.6179091,7.1685114
51.6635037,7.1579897
51.7163358,7.1513147
51.8038904,7.188955
51.8599716,7.3046739
51.9059132,7.4180517
51.9147519,7.5566539
52.1059074,7.6877732
52.18205,7.7836766
52.2237473,7.8732605
52.268489,7.9272007
50.9289675,6.778477
51.3016924,6.2477331
51.0183679,6.4883965
50.9218977,6.6753771
50.9469459,7.1157988
50.9298513,6.8154719
51.4357599,6.5985939
51.4383899,6.7584391
51.503908,6.9911156
51.6629342,7.054747
51.5642438,8.750156
51.546714,8.1276569
51.5252384,7.7935893
51.4444183,7.5367057
51.5937337,8.4827358
51.5463594,7.6634526
51.7100602,8.7046725
51.8824743,8.4301433
51.1605238,6.7461444
51.0812073,6.3385604
51.9378916,8.5651485
51.8823091,8.6457219
51.803397,8.6990738
51.9813715,8.6157394
52.0862515,8.6936263
51.2226916,7.0725542
51.1186848,6.7992074
51.3831432,7.6840262
51.5477189,7.891606
50.7942095,7.1782783
51.0430971,7.006506
50.8369912,6.4437924
50.7877899,6.1726066
50.8249086,6.2465002
51.7930235,8.7028775
51.8762573,8.6501026
51.9421375,8.5525851
51.8983723,8.4664054
51.9184025,8.5204443
51.5941176,7.6246032
51.7768829,6.9663525
52.1824045,7.1098432
51.581624,7.1891612
51.557732,7.1951993
51.1324344,7.6710824
50.7851884,8.1392981
50.8189062,8.0831462
51.07545,7.6974529
52.0904417,8.2256933
52.2032061,8.8404891
52.1867634,8.6309355
51.2758971,6.8419634
52.1781514,8.6147212
50.7484731,7.1421198
50.9016491,6.2854102
50.7981332,6.1448034
52.287845,7.5785631
52.2671548,7.669616
52.2656486,7.8895352
52.2550116,7.8184685
51.5830766,8.7179219
50.7467733,7.0726489
50.874447,6.2329483
51.5602198,7.3628419
50.8665663,7.9731143
51.9251765,7.5950004
51.4305181,7.5356921
51.1290133,7.6694065
50.9814782,7.6259802
50.9738453,7.4665131
50.9509831,7.3190138
52.0196927,8.6341408
51.5938051,8.6092505
51.6127652,8.7316239
51.5751813,7.4647127
51.5728273,7.3632742
51.4971833,7.3853167
51.4430554,7.4766998
51.3904823,7.5258808
51.2871706,7.5776741
51.1883122,7.6558872
51.1392063,7.67522
51.0836167,7.6904333
51.046223,7.7958528
50.9922495,7.8343132
50.8967751,7.9216821
50.8508884,7.9867006
50.8186728,8.0840235
51.1998213,7.6757792
51.2550246,7.6146545
51.2974698,7.5531911
51.4292505,7.5405514
51.4957432,7.2641577
50.8774005,7.9443838
50.773323,6.8207315
50.6824792,6.7485764
51.5620256,7.3528928
51.5078673,6.9597441
51.4649611,7.2773796
51.5847916,7.4184735
51.4966399,7.4147879
51.5356663,7.9126782
51.5734118,8.2177423
51.4353796,7.5330211
51.4820199,7.6168139
51.5326645,7.8703606
51.582364,7.1902681
51.4607791,7.2862716
51.7058235,8.7032418
51.4890172,7.1851263
51.5581772,7.2862373
51.5591601,7.2436418
51.7058023,8.7045519
51.4363398,6.6920823
50.9479082,7.0995599
51.4376516,6.6774119
51.3503793,6.823243
51.3492079,6.8239527
50.9483233,7.2185669
51.5955,7.34085
51.5973667,7.3374
50.9689722,7.368013
50.9754628,7.4984828
51.025006,6.9400214
51.3522322,6.8603262
51.3454815,6.8514641
51.1912111,6.9154009
51.4383914,6.6702513
50.7149584,7.0648878
50.7588559,7.1037625
50.6284292,7.0613243
50.7468439,7.0747731
50.9855905,7.8325074
50.7229263,7.1624393
50.7447106,7.0734118
51.4068999,7.2615828
51.1936888,6.8003745
51.627371,7.1663584
51.4943458,7.236233
51.4951117,7.3383088
51.4973628,7.3726656
51.555597,6.9289461
51.5211233,7.6568238
51.4596227,7.2034571
51.0444291,6.8354939
51.1021525,6.4268431
50.8967472,6.6947237
50.9446926,6.6198099
50.717289,7.0670862
51.2352776,6.5378577
51.5428524,7.1746049
52.0589998,8.6612444
51.0694076,6.2274428
51.0843435,6.3385603
51.0937242,6.4505754
51.4692269,7.286732
51.4972621,7.3901362
50.9134571,7.1058028
50.866256,6.2202556
51.5273198,7.6564641
51.4967886,7.1974313
51.3008663,6.2504884
51.0565967,6.990693
51.6217538,6.3185881
51.0374572,6.9684824
52.2678843,7.9569137
52.177723,8.6051072
52.2613142,7.8625545
52.2198259,9.0065652
52.2113923,8.8727044
51.7883916,8.7050154
51.4537906,7.0361538
51.2916071,6.6394246
51.6224284,7.8126169
51.8726787,8.4092205
51.8428444,8.2864154
51.6012593,7.6921027
51.5764338,7.0238795
51.6765114,7.1186876
52.0895778,8.6948315
51.5777739,6.4154536
51.4904983,6.5776419
51.540091,6.569279
51.4568541,7.5604415
50.7106193,7.1375632
51.3484031,6.8428956
50.842054,6.9240075
51.5651425,6.4909912
50.6425206,7.0489598
51.5176936,7.3859962
51.5773935,7.492473
51.3250382,7.3035732
51.4277212,7.5274165
51.3345904,7.3230228
51.2602501,7.2380193
51.5220867,7.6537928
51.3972495,6.3627699
52.2065358,8.8377012
50.7895622,7.1476244
51.2321491,6.5665527
50.6269887,7.0609195
51.4446993,7.4869234
51.8979497,7.0236757
51.9958294,8.6173281
51.9963528,8.6201387
51.3414677,7.2721266
52.0876817,8.6947908
52.058412,8.6572463
52.2016976,8.8336745
52.0975647,8.7098354
50.8926649,6.6935489
51.3621834,8.3277696
51.4429349,7.4787452
51.4352905,6.9403646
51.852687,7.2863623
51.443724,6.9777805
51.6852301,6.9209636
52.1200896,7.0868866
51.0574723,7.7650199
51.2579789,7.112522
51.4348674,6.6044509
51.8413727,6.3456845
51.7445731,6.6021454
51.8634101,6.2371562
51.2702161,6.7269703
52.2078907,8.7086911
50.7748732,7.3022376
51.2915178,6.6358355
50.8093057,7.1338761
50.9718576,6.9200157
51.0804764,6.9322616
51.0827979,6.9346131
51.1313507,6.9106298
50.8202038,6.0248219
51.3813978,8.1503326
51.9068964,6.1571017
51.2746512,6.7968043
52.1450304,7.7309018
51.8929201,7.374769
50.8448507,7.0959792
51.4648914,7.0781029
51.9065085,7.4026427
51.8046223,7.189522
51.7297107,7.1488582
51.9100294,7.563336
51.2842721,7.2582945
51.2716601,6.7262515
51.0353911,6.9655146
51.313117,7.2738062
52.3049052,7.9466174
50.8618022,6.9684658
51.4341853,6.6040922
51.4360505,6.6145165
52.0847252,7.6431769
51.4954048,7.2893503
51.2697653,6.7275612
50.8965878,6.6936024
52.2031924,8.8398283
50.929623,6.8151101
51.3781122,7.6555102
51.5838533,8.31054
50.6427999,7.3421529
50.7748496,7.2400561
51.287617,6.5572803
52.2083631,8.7194421
51.3640254,7.0699996
51.3161649,7.0721643
50.761054,8.1538955
50.8580554,6.7186642
51.2721458,6.5071623
