lat,lon
48.1741697,11.4241487
48.1741502,11.4255218
48.1740797,11.426256
48.176236,11.4277479
48.175096,11.4253674
48.1763357,11.427178
48.1788724,11.4300226
48.1830142,11.4343848
48.1839437,11.4347198
48.1863315,11.4364226
48.1848804,11.4353714
48.1873682,11.4367426
48.1873214,11.4368917
48.1885989,11.437175
48.1885931,11.4373477
48.1906993,11.4375624
48.1907185,11.4377323
48.1928988,11.4374944
48.1930045,11.437647
48.1938415,11.4373383
48.1938365,11.437506
48.1956313,11.4369025
48.1956563,11.4370725
48.1980587,11.4364639
48.1981094,11.4366567
48.1993063,11.4368526
48.2005007,11.4374115
48.2017082,11.4384176
48.1993272,11.4366576
48.200535,11.437231
48.2017761,11.4382278
48.2030378,11.4404249
48.2036513,11.4419414
48.204056,11.4436303
48.2042678,11.4455307
48.203123,11.440285
48.2037421,11.4418171
48.2041772,11.4435867
48.2044147,11.4462405
48.2043467,11.4485752
48.204571,11.4514156
48.2045911,11.4540381
48.2055868,11.4583721
48.2047335,11.4539961
48.2057322,11.4582236
48.2094419,11.4660936
48.2098389,11.4709764
48.20923,11.4657903
48.209646,11.4684005
48.2097001,11.4710278
48.2097301,11.4761535
48.2098529,11.4758814
48.2096588,11.47823
48.2096072,11.4789267
48.2098299,11.477544
48.2097904,11.4782542
48.2092954,11.4826489
48.2098985,11.4925554
48.2104157,11.4943452
48.2113423,11.4967457
48.2092433,11.4832437
48.2099291,11.4920799
48.2104751,11.4940538
48.211476,11.4966708
48.212282,11.4986071
48.2139541,11.501251
48.2175767,11.5078837
48.2122515,11.4982199
48.2140816,11.5011481
48.2158793,11.504239
48.2177032,11.507803
48.2190049,11.5110681
48.2202278,11.5141271
48.221357,11.5173353
48.2194022,11.5116169
48.2204297,11.5142432
48.221627,11.5176993
48.2223434,11.5205843
48.2237553,11.5261555
48.2238309,11.5258401
48.224763,11.530429
48.2248888,11.5327249
48.2249167,11.5338289
48.2247499,11.5351465
48.2242889,11.5369673
48.2242025,11.5383532
48.2245552,11.5400117
48.2250753,11.5410003
48.225975,11.5417925
48.227161,11.5423986
48.2251706,11.5328072
48.2257697,11.5370494
48.2264363,11.5399688
48.2281289,11.5427597
48.229953,11.5429448
48.2319761,11.5423283
48.2322438,11.5421761
48.2329153,11.5417349
48.2283074,11.5423484
48.2296578,11.5427098
48.2313493,11.5424242
48.2321524,11.5420426
48.2332351,11.5412936
48.2358714,11.5394057
48.2382491,11.5375409
48.238129,11.537398
48.2357872,11.5392483
48.2415466,11.5353978
48.241477,11.5351157
48.2445533,11.5340008
48.2472177,11.5332083
48.2444904,11.5337004
48.2471962,11.5329124
48.2524286,11.5328508
48.2524403,11.5325551
48.2599839,11.5350262
48.2622532,11.5362072
48.2623047,11.5359173
48.2600331,11.534738
48.2663341,11.5386958
48.2695069,11.5409472
48.2695477,11.5407716
48.2664013,11.5384311
48.2729861,11.5438703
48.276294,11.5470721
48.2763636,11.546939
48.2730631,11.5437376
48.279591,11.5507353
48.2828184,11.5548722
48.2829551,11.5548345
48.2793203,11.5502231
48.2847516,11.5576224
48.2869682,11.5610771
48.289601,11.5657212
48.2898646,11.565957
48.2870774,11.5610185
48.2848618,11.5575515
48.291988,11.570481
48.2940421,11.5747459
48.2954744,11.5777081
48.2920734,11.5703786
48.2941284,11.5746357
48.2953146,11.5770935
48.2973445,11.5815866
48.2979985,11.5826484
48.3124994,11.6130038
48.3129085,11.6138789
48.3184763,11.6254229
48.3204578,11.6292585
48.318578,11.6253345
48.322497,11.6337748
48.3243636,11.6379857
48.3258629,11.6417486
48.3260213,11.6417111
48.3238102,11.6362915
48.3227323,11.6339834
48.3276781,11.6470488
48.3290994,11.6520564
48.3292331,11.6519804
48.3278121,11.6469855
48.3301668,11.6566008
48.3312185,11.6621872
48.3313683,11.6621911
48.3303041,11.656519
48.3319549,11.6676078
48.3323991,11.6724418
48.3326413,11.6767296
48.3327793,11.6766964
48.3325532,11.6724583
48.3320902,11.6675153
48.332737,11.6824808
48.3327847,11.6877701
48.3329297,11.6878061
48.3328808,11.682383
48.3328985,11.6908537
48.3332202,11.6946882
48.3335504,11.6970532
48.335636,11.7045299
48.3347386,11.7015301
48.3342048,11.6995339
48.3335921,11.6964161
48.3330418,11.6908671
48.3363088,11.7060637
48.3374235,11.7082113
48.3389475,11.7105408
48.3418116,11.7138549
48.3418886,11.7136953
48.3391231,11.7104939
48.3375218,11.7080575
48.336023,11.7050495
48.3435309,11.7157614
48.3455128,11.7185339
48.3479843,11.72286
48.3456184,11.7183509
48.3436551,11.7156412
48.3471582,11.7215534
48.3493518,11.725734
48.3501905,11.7266981
48.3493424,11.725484
48.3552239,11.7309821
48.3576991,11.7324393
48.3598918,11.7337057
48.357733,11.7322742
48.3552554,11.7308116
48.3631158,11.7363947
48.3661319,11.7391117
48.3659514,11.7387375
48.3631647,11.7362396
48.3692191,11.742335
48.3713412,11.7446235
48.3692483,11.742151
48.3748221,11.7495878
