lat,lon
48.8046399,9.0401284
48.8061006,9.0427663
48.8107727,9.0547862
48.8139739,9.0636351
48.8151761,9.0669494
48.7802451,9.0150845
48.7715237,9.0286205
48.7700256,9.0295229
49.3478675,8.4643171
49.3455829,8.467746
49.3447467,8.4688724
49.3393879,8.475794
49.3358744,8.4812685
49.3346314,8.4840981
49.3331992,8.4886424
49.3322964,8.4927148
49.3317261,8.4968575
49.3312562,8.5029914
49.3309402,8.5113742
49.3309043,8.5207376
49.3310876,8.5273563
49.3315862,8.5359481
49.332263,8.5443126
49.3326295,8.5489757
49.3329133,8.5550783
49.3329624,8.5574561
49.3316649,8.5607193
49.3304725,8.5619026
49.3265342,8.5639183
49.2830296,8.6161843
49.280173,8.6227323
49.0465612,9.2658223
49.0423823,9.2615127
48.452489,10.2006388
48.4547132,10.1968467
48.4560501,10.1937296
48.457757,10.1871109
48.4577034,10.1865621
48.4559341,10.1935992
48.4546022,10.1967181
48.4582393,10.1835681
48.4591728,10.1746036
48.4590103,10.1745816
48.4580623,10.1837286
48.4601418,10.1633558
48.4618626,10.1479113
48.4618477,10.1466581
48.4642699,10.124241
48.4641574,10.1240671
48.4650822,10.1159738
48.4652656,10.1113964
48.4652819,10.1102817
48.4651609,10.1062112
48.4650762,10.1071153
48.4651423,10.1102253
48.465105,10.1124175
48.4649102,10.1160345
48.4640204,10.0969635
48.4629327,10.0922869
48.4627994,10.0923542
48.4645953,10.1014285
48.4638928,10.0970747
48.4657692,10.1088577
48.465992,10.1104476
48.4664866,10.1127296
48.4649739,10.1089715
48.4648955,10.1136694
48.46473,10.1160981
48.4645329,10.1178935
48.4641475,10.1184273
48.4637537,10.1184205
48.4633549,10.1176538
48.4635821,10.1167174
48.4646246,10.115939
48.4660062,10.1153989
48.4677387,10.1146187
48.4675971,10.1137736
48.4687246,10.1136802
48.4688547,10.114051
48.4612793,10.0871388
48.4594005,10.0824763
48.4574545,10.0780902
48.4593717,10.0827696
48.4611814,10.0872515
48.4555812,10.0715697
48.4544625,10.0654802
48.4542621,10.0651028
48.4554062,10.0714113
48.453454,10.0570773
48.4532025,10.0526154
48.4531003,10.0530013
48.4533508,10.057196
48.4536311,10.0453248
48.4545593,10.0392335
48.4546474,10.0378516
48.4535224,10.0453261
48.4558205,10.0309259
48.4570025,10.0227206
48.4557181,10.0308681
48.4576028,10.0157578
48.4577986,10.0107174
48.4576908,10.0107102
48.4574921,10.0158323
48.4579484,9.9954785
48.4578341,9.9954705
48.4578779,9.9877053
48.4577255,9.9850627
48.4576242,9.9850775
48.4577663,9.9876646
48.456781,9.9729284
48.4565125,9.9680307
48.4564417,9.9690878
48.4564299,9.9611513
48.4564392,9.9533328
48.4563155,9.9611591
48.4570952,9.9469714
48.4577238,9.9441944
48.4575699,9.9441131
48.4569373,9.9469102
48.4656689,9.917135
48.4634595,9.9226358
48.4681298,9.910006
48.4705899,9.9016463
48.4704698,9.9014482
48.4676975,9.9107953
48.4752281,9.8853672
48.4772122,9.8801798
48.4799796,9.8736058
48.4798417,9.8735077
48.4856904,9.8609655
48.4855795,9.8608431
48.4909391,9.8507331
48.49084,9.8505393
48.4885958,9.8543537
48.4941916,9.8467865
48.4969681,9.8444684
48.499347,9.8429879
48.4993234,9.8427648
48.4972537,9.8440026
48.4943741,9.8463406
48.5021831,9.8415818
48.504817,9.8399846
48.5022038,9.8413409
48.5080243,9.8378636
48.5146916,9.8266722
48.5163477,9.8210735
48.516031,9.8216964
48.5174596,9.8173297
48.5182319,9.8140634
48.5203618,9.8008713
48.520343,9.7988148
48.5199194,9.7933657
48.5196727,9.7923889
48.5189058,9.786163
48.5183179,9.7808393
48.5181709,9.7779509
48.5189212,9.7873222
48.5183995,9.7607213
48.5193806,9.7492322
48.5184063,9.7552392
48.5207075,9.7442949
48.5226568,9.7375287
48.5247467,9.730352
48.5258187,9.7266441
48.5273953,9.7199796
48.5290382,9.7093133
48.5288166,9.7099227
48.5272494,9.7199583
48.530968,9.6967764
48.5307486,9.6975527
48.5310481,9.6833271
